c_Pnome_jogador,c_Unome_jogador,n_camisa,d_data_nascimento,c_posicao,c_nome_time
FRANCO,SANTO,26,,ATACANTE,Atletico-MG
MALCOM,OLIVEIRA,21,,ATACANTE,Corinthians
LEANDRO,,29,,ATACANTE,Chapecoense
FABRÍCIO,BRUNO,25,,ZAGUEIRO,Cruzeiro
JOSÉ,RIBEIRO,18,,ZAGUEIRO,Cruzeiro
CÉSAR,DUTRA,37,,GOLEIRO,Flamengo
FRANÇA,,91,,MEIO-CAMPO,Figueirense
DIEGO,SOUZA,87,,MEIO-CAMPO,Sport
GUSTAVO,SCHIAVOLIN,3,,ZAGUEIRO,Athletico-PR
NATHAN,CARDOSO,4,,ZAGUEIRO,Palmeiras
RAFAEL,ELIAS,99,,ATACANTE,Goias
FÁBIO,ALVES,11,,ATACANTE,Chapecoense
DOUGLAS,SANTOS,6,,ZAGUEIRO,Atletico-MG
JONATHAN,,39,,ATACANTE,Avai
EDUARDO,KUNDE,63,,ZAGUEIRO,Avai
JÚLIO,CATOLE,26,,ZAGUEIRO,Avai
BRUNO,SÁVIO,18,,ATACANTE,Avai
MATHEUS,JÁCOMO,33,,ZAGUEIRO,Botafogo-RJ
WILLIAN,CORDEIRO,20,,ZAGUEIRO,Figueirense
PAULO,VIDOTTI,48,,GOLEIRO,Flamengo
YURI,MAMUTE,18,,ATACANTE,Botafogo-RJ
MARCOS,GONÇALVES,30,,ATACANTE,Cruzeiro
JUAN,CAZARES,10,,MEIO-CAMPO,Atletico-MG
JOÃO,HEIDEMANN,1,,GOLEIRO,CSA
EBERT,AMÂNCIO,3,,ZAGUEIRO,Avai
RICARDO,THALHEIMER,14,,ZAGUEIRO,Avai
MARQUINHOS,PEDROSO,6,,ZAGUEIRO,Figueirense
FELIPE,MACEDO,13,,ZAGUEIRO,Goias
EDSON,CRUZ,8,,MEIO-CAMPO,Fluminense
DIEGO,CAVALIERI,12,,GOLEIRO,Fluminense
CARLOS,OLIVEIRA,2,,ZAGUEIRO,Chapecoense
ERNANDO,LOPES,14,,ZAGUEIRO,Internacional
SÉRGIO,SANTOS,35,,MEIO-CAMPO,Coritiba
JEFFERSON,NOGUEIRA,15,,ZAGUEIRO,Figueirense
MARCOS,SANTANA,9,,ATACANTE,Figueirense
MANOEL,CARVALHO,27,,ZAGUEIRO,Cruzeiro
ROBINHO,,7,,ATACANTE,Santos
JOÃO,SANTOS,22,,ZAGUEIRO,Palmeiras
BERNARDO,SOUZA,31,,MEIO-CAMPO,Palmeiras
CRISTIAN,RIVEROS,16,,MEIO-CAMPO,Gremio
RILDO,FELICISSIMO,31,,ATACANTE,Santos
GUILHERME,MATTIS,20,,ZAGUEIRO,Fluminense
AUREMIR,SANTOS,18,,MEIO-CAMPO,Ceara
MAURO,BOSELLI,17,,ATACANTE,Corinthians
JADSON,,27,,MEIO-CAMPO,Cruzeiro
LUCIANO,NEVES,18,,ATACANTE,Corinthians
BRUNO,UVINI,44,,ZAGUEIRO,Santos
LEONARDO,MORAIS,21,,ZAGUEIRO,Flamengo
ANDRÉ,BAHIA,19,,ZAGUEIRO,Botafogo-RJ
ALAN,COSTA,26,,ZAGUEIRO,Internacional
ALISSON,BECKER,22,,GOLEIRO,Internacional
CARLOS,SOUZA,6,,ZAGUEIRO,CSA
RICKSON,,27,,MEIO-CAMPO,Botafogo-RJ
FELIPE,SILVA,10,,MEIO-CAMPO,Ceara
KEVIN,SILVA,2,,ZAGUEIRO,Goias
GEOVANE,,5,,MEIO-CAMPO,Goias
RODRIGO,SOUTO,17,,ZAGUEIRO,Botafogo-RJ
EWERTON,PÁSCOA,3,,ZAGUEIRO,Sport
RAFAEL,SANTOS,33,,ZAGUEIRO,Chapecoense
CAIO,HENRIQUE,19,,ZAGUEIRO,Fluminense
FRAZAN,,13,,ZAGUEIRO,Fluminense
LUCAS,SILVA,12,,ATACANTE,Fluminense
ELIAS,TRINDADE,7,,MEIO-CAMPO,Atletico-MG
BRUNO,RODRIGO,4,,ZAGUEIRO,Cruzeiro
YGOR,SANTIAGO,21,,MEIO-CAMPO,Internacional
ROGÉRIO,CENI,1,,GOLEIRO,Sao Paulo
VICTOR,FERRAZ,4,,ZAGUEIRO,Santos
BRENNER,OLIVEIRA,9,,ATACANTE,Avai
BRUNO,SILVA,21,,MEIO-CAMPO,Internacional
VÁGNER,LOVE,9,,ATACANTE,Corinthians
RAFAEL,GALHARDO,42,,ZAGUEIRO,Gremio
RAILAN,REIS,27,,ZAGUEIRO,Bahia
MATHEUS,BERTOTTO,32,,MEIO-CAMPO,Internacional
FELIPE,SILVA,90,,MEIO-CAMPO,Figueirense
JOELINTON,LIRA,9,,ATACANTE,Sport
SOUZA,,9,,ATACANTE,Criciuma
ANDRÉ,SOUZA,90,,ATACANTE,Gremio
JOSÉ,NETO,37,,ZAGUEIRO,Internacional
ROBERTO,,40,,ZAGUEIRO,Internacional
WILLIAN,FARIAS,15,,MEIO-CAMPO,Cruzeiro
FABRÍCIO,DORNELLAS,27,,ZAGUEIRO,Fluminense
MIKE,NENATARVICIUS,20,,ATACANTE,Sport
JÓBSON,OLIVEIRA,10,,ATACANTE,Botafogo-RJ
JUNIOR,SORNOZA,7,,MEIO-CAMPO,Corinthians
TIEPO,,98,,GOLEIRO,Chapecoense
GUM,,3,,ZAGUEIRO,Chapecoense
DAVID,FONSECA,11,,MEIO-CAMPO,Cruzeiro
NENÊ,BONILHA,27,,MEIO-CAMPO,Fortaleza
REINIER,,19,,ATACANTE,Flamengo
LÉO,MOURA,2,,ZAGUEIRO,Gremio
CAJU,,22,,ZAGUEIRO,Santos
RAFAEL,BONFIM,14,,ZAGUEIRO,Coritiba
YAGO,ROCHA,27,,ZAGUEIRO,Figueirense
CAMILO,,88,,MEIO-CAMPO,Chapecoense
EDUARDO,HENRIQUE,30,,MEIO-CAMPO,Atletico-MG
FABIANO,MENEZES,28,,ZAGUEIRO,Botafogo-RJ
VINÍCIUS,,29,,MEIO-CAMPO,Atletico-MG
MARINALDO,OLIVEIRA,5,,MEIO-CAMPO,CSA
HÉLDER,,23,,MEIO-CAMPO,Coritiba
YURI,MAMUTE,9,,ATACANTE,Gremio
RILDO,FELICISSIMO,7,,ATACANTE,Ponte Preta
JOSIMAR,,11,,MEIO-CAMPO,Ponte Preta
TIAGO,ALVES,3,,ZAGUEIRO,Ponte Preta
MARINALDO,OLIVEIRA,5,,MEIO-CAMPO,Joinville
RÓBSON,SIGNORINI,27,,MEIO-CAMPO,Palmeiras
GABRIEL,FRANCO,18,,MEIO-CAMPO,Palmeiras
ADNIELLYSON,OLIVEIRA,36,,MEIO-CAMPO,Internacional
CARLOS,OLIVEIRA,2,,ZAGUEIRO,Athletico-PR
BRUNO,ALVES,59,,ZAGUEIRO,Figueirense
EDÍLSON,GUIMARÃES,2,,ZAGUEIRO,Corinthians
CHARLES,SILVA,28,,MEIO-CAMPO,Cruzeiro
GABRIEL,XAVIER,18,,MEIO-CAMPO,Cruzeiro
WILLIANS,FERNANDES,5,,MEIO-CAMPO,Cruzeiro
BIRO-BIRO,,9,,ATACANTE,Ponte Preta
RENATO,CAJÁ,10,,MEIO-CAMPO,Ponte Preta
ANDERSON,LOPES,11,,ATACANTE,Avai
ELTINHO,,6,,ZAGUEIRO,Avai
WESLEY,,11,,ATACANTE,Goias
LUAN,TEIXEIRA,4,,ZAGUEIRO,Vasco
YGOR,SANTIAGO,8,,MEIO-CAMPO,Goias
RAFAEL,FORSTER,6,,ZAGUEIRO,Goias
DAGOBERTO,PELENTIER,10,,MEIO-CAMPO,Vasco
CHRISTIANNO,,6,,ZAGUEIRO,Vasco
PABLO,GUIÑAZÚ,5,,MEIO-CAMPO,Vasco
APODI,,2,,ZAGUEIRO,Chapecoense
ROGER,SILVA,23,,ATACANTE,Chapecoense
ANANIAS,MONTEIRO,11,,MEIO-CAMPO,Chapecoense
BRUNO,SILVA,31,,MEIO-CAMPO,Chapecoense
MARCELO,FERREIRA,8,,MEIO-CAMPO,Gremio
PÉRICLES,NUNES,7,,MEIO-CAMPO,Goias
JADSON,,7,,MEIO-CAMPO,Athletico-PR
KADU,,4,,ZAGUEIRO,Athletico-PR
FRANCISCO,SANTOS,23,,ZAGUEIRO,Santos
MATHEUS,PEREIRA,16,,ZAGUEIRO,Sport
HÉCTOR,CANTEROS,20,,MEIO-CAMPO,Flamengo
JONAS,SOUSA,18,,MEIO-CAMPO,Flamengo
SÉRGIO,JÚNIOR,8,,MEIO-CAMPO,Vasco
GILBERTO,JUNIOR,9,,ATACANTE,Vasco
MARTÍN,SILVA,1,,GOLEIRO,Vasco
RAFAEL,SANTOS,11,,MEIO-CAMPO,Vasco
EVERTON,GONÇALVES,9,,ATACANTE,Joinville
MARIO,SÉRGIO,2,,ZAGUEIRO,Joinville
EDUARDO,NETO,8,,MEIO-CAMPO,Avai
PABLO,BARROS,7,,MEIO-CAMPO,Avai
ANTONIO,CAPOCASALI,3,,ZAGUEIRO,Avai
NINO,PARAÍBA,2,,ZAGUEIRO,Avai
EMERSON,SILVA,4,,ZAGUEIRO,Avai
MARQUINHOS,SANTOS,10,,ATACANTE,Avai
TAIBERSON,NUNES,28,,MEIO-CAMPO,Internacional
FABRÍCIO,SILVA,36,,ZAGUEIRO,Cruzeiro
ADALBERTO,RODRIGUES,29,,ZAGUEIRO,Fortaleza
FERNANDO,URIBE,9,,ATACANTE,Santos
THIAGO,RIBEIRO,23,,MEIO-CAMPO,Sao Paulo
NILMAR,,7,,ATACANTE,Internacional
RODRIGO,COSTA,3,,ZAGUEIRO,Vasco
FELIPE,AZEVEDO,7,,MEIO-CAMPO,Ponte Preta
BRUNO,AGUIAR,3,,ZAGUEIRO,Joinville
KELVIN,OLIVEIRA,29,,MEIO-CAMPO,Palmeiras
BRUNO,HENRIQUE,9,,ATACANTE,Goias
ROBERTO,CERECEDA,36,,ZAGUEIRO,Figueirense
DOUGLAS,SANTOS,10,,MEIO-CAMPO,Gremio
FABINHO,,77,,MEIO-CAMPO,Figueirense
RICARDO,OLIVEIRA,9,,ATACANTE,Santos
VILSON,JÚNIOR,34,,ZAGUEIRO,Chapecoense
VICTOR,RAMOS,3,,ZAGUEIRO,Palmeiras
LUCAS,MARQUES,32,,ZAGUEIRO,Palmeiras
PABLO,ARMERO,2,,ZAGUEIRO,Flamengo
JOSÉ,JÚNIOR,16,,ZAGUEIRO,Fluminense
FELIPE,SILVA,10,,MEIO-CAMPO,Athletico-PR
JOSÉ,PAIVA,8,,MEIO-CAMPO,Chapecoense
IVAN,MARTINS,13,,ZAGUEIRO,Coritiba
PABLO,CASTRO,4,,ZAGUEIRO,Ponte Preta
PAULO,ANDRÉ,26,,ZAGUEIRO,Cruzeiro
JUNINHO,,6,,ZAGUEIRO,Ponte Preta
HUGO,CABRAL,9,,ATACANTE,Avai
JECI,,3,,ZAGUEIRO,Avai
JARRO,PEDROSO,11,,ATACANTE,CSA
THALLES,,98,,MEIO-CAMPO,Goias
VAGNER,BRANDALISE,1,,GOLEIRO,Avai
ROMÁRIO,SANTOS,6,,ZAGUEIRO,Avai
RENAN,PEREIRA,5,,MEIO-CAMPO,Avai
DIEGO,OLIVEIRA,9,,ATACANTE,Ponte Preta
JOÃO,SILVA,31,,MEIO-CAMPO,Coritiba
ANDERSON,OLIVEIRA,8,,MEIO-CAMPO,Internacional
DIGUINHO,,8,,MEIO-CAMPO,Vasco
NETO,,25,,MEIO-CAMPO,Sport
HERNANI,JUNIOR,8,,MEIO-CAMPO,Athletico-PR
MARCOS,LOPES,21,,ZAGUEIRO,Flamengo
EGÍDIO,JÚNIOR,66,,ZAGUEIRO,Palmeiras
AROUCA,,5,,MEIO-CAMPO,Palmeiras
LISANDRO,LÓPEZ,17,,ATACANTE,Internacional
LEANDRO,DAMIÃO,9,,ATACANTE,Cruzeiro
VINÍCIUS,,29,,MEIO-CAMPO,Fluminense
BRESSAN,,3,,ZAGUEIRO,Flamengo
GIOVANNI,,6,,ZAGUEIRO,Fluminense
MARCELO,COSTA,10,,MEIO-CAMPO,Joinville
WELINTON,JÚNIOR,11,,MEIO-CAMPO,Joinville
DENER,BRAZ,6,,ZAGUEIRO,Chapecoense
JORDI,,1,,GOLEIRO,Vasco
CARLOS,JESUS,19,,MEIO-CAMPO,Figueirense
LUCAS,OTÁVIO,25,,MEIO-CAMPO,Santos
WERLEY,SILVA,2,,ZAGUEIRO,Santos
HÉRACLES,AGUIAR,6,,ZAGUEIRO,Joinville
ANSELMO,MORAES,8,,MEIO-CAMPO,Joinville
WAGNER,SILVA,47,,MEIO-CAMPO,Chapecoense
IAGO,MAIDANA,19,,ZAGUEIRO,Atletico-MG
JONNY,MOSQUERA,5,,MEIO-CAMPO,Avai
RONY,,7,,ATACANTE,Athletico-PR
CARLOS,SOUZA,37,,ATACANTE,Palmeiras
THIAGO,GALHARDO,89,,MEIO-CAMPO,Coritiba
DANIEL,GUEDES,38,,ZAGUEIRO,Santos
MARCELO,SILVA,7,,MEIO-CAMPO,Flamengo
ARTUR,,33,,ZAGUEIRO,Internacional
FELIPE,MENEZES,10,,MEIO-CAMPO,Goias
LUCAS,SIQUEIRA,5,,MEIO-CAMPO,Vasco
JULIO,SANTOS,7,,MEIO-CAMPO,Vasco
EMANUEL,BIANCUCCHI,10,,MEIO-CAMPO,Vasco
WILLIAN,POPP,7,,MEIO-CAMPO,Joinville
GILSON,NASCIMENTO,6,,ZAGUEIRO,Ponte Preta
FERNANDO,SILVA,5,,MEIO-CAMPO,Ponte Preta
VICTOR,SANTOS,21,,MEIO-CAMPO,Internacional
FABRICIO,JESUS,70,,MEIO-CAMPO,Coritiba
HENRIQUE,CUSTODIO,66,,ZAGUEIRO,Coritiba
AYRTON,GANINO,42,,ZAGUEIRO,Palmeiras
BRUNO,VIEIRA,22,,ZAGUEIRO,Sao Paulo
WILLIAM,FURTADO,6,,ZAGUEIRO,Internacional
NICOLÁS,FREITAS,5,,MEIO-CAMPO,Internacional
CLAYTON,SALES,2,,ZAGUEIRO,Goias
PATRICK,,8,,MEIO-CAMPO,Goias
PARÁ,,29,,ZAGUEIRO,Cruzeiro
DANKLER,,3,,ZAGUEIRO,Joinville
GUTI,,4,,ZAGUEIRO,Joinville
ANDRÉ,LIMA,99,,ATACANTE,Avai
LUCAS,OLIVEIRA,5,,MEIO-CAMPO,Fluminense
ANTÔNIO,AGUIAR,2,,ZAGUEIRO,Fluminense
MAGNO,ALVES,20,,ATACANTE,Fluminense
SAMUEL,XAVIER,27,,ZAGUEIRO,Sport
YTALO,SANTOS,10,,MEIO-CAMPO,Athletico-PR
UENDEL,GONÇALVES,13,,ZAGUEIRO,Corinthians
RAFAEL,LONGUINE,17,,MEIO-CAMPO,Santos
AUGUSTO,,8,,MEIO-CAMPO,Joinville
DIEGO,RODRIGUES,6,,ZAGUEIRO,Joinville
HÉLIO,NETO,29,,ZAGUEIRO,Chapecoense
MARCOS,PADILHA,1,,GOLEIRO,Chapecoense
ALECSANDRO,,21,,ATACANTE,Palmeiras
LEANDRO,SILVA,15,,ZAGUEIRO,Coritiba
WELLINGTON,PAULISTA,22,,ATACANTE,Coritiba
ADRIANO,PAGODE,5,,MEIO-CAMPO,Avai
DIOGO,BARBOSA,7,,MEIO-CAMPO,Goias
LUCAS,SILVA,18,,ZAGUEIRO,Gremio
TIAGO,MACHOWSKI,12,,GOLEIRO,Gremio
RENATO,JÚNIOR,4,,ZAGUEIRO,Ponte Preta
GERSON,SILVA,30,,MEIO-CAMPO,Fluminense
THIAGO,RIBEIRO,22,,MEIO-CAMPO,Atletico-MG
JONATHAN,MARLONE,8,,MEIO-CAMPO,Sport
ESQUERDINHA,,65,,MEIO-CAMPO,Coritiba
RODRIGO,RAMOS,27,,ZAGUEIRO,Coritiba
LÚCIO,FLÁVIO,8,,MEIO-CAMPO,Coritiba
ERIK,LIMA,11,,ATACANTE,Goias
LEONARDO,MORAIS,2,,ZAGUEIRO,Internacional
JHON,CLEY,10,,MEIO-CAMPO,Vasco
MADSON,,2,,ZAGUEIRO,Vasco
CHARLES,SILVA,1,,GOLEIRO,Vasco
ALLANO,,35,,MEIO-CAMPO,Cruzeiro
GEFERSON,TELES,24,,ZAGUEIRO,Internacional
ALAN,SILVA,5,,MEIO-CAMPO,Coritiba
NICOLÁS,LÓPEZ,7,,ATACANTE,Internacional
RODRIGO,PIMPÃO,17,,ATACANTE,Botafogo-RJ
ALISSON,SAFIRA,21,,ATACANTE,CSA
RAFAEL,BASTOS,16,,MEIO-CAMPO,Figueirense
DOUGLAS,SILVA,4,,ZAGUEIRO,Joinville
JUBAL,JÚNIOR,4,,ZAGUEIRO,Avai
BRUNO,RANGEL,9,,ATACANTE,Chapecoense
THIAGO,MAIA,29,,MEIO-CAMPO,Santos
FRED,,4,,ZAGUEIRO,Goias
WILLIAM,SOUZA,9,,ATACANTE,Avai
ALAN,PATRICK,27,,MEIO-CAMPO,Flamengo
EMERSON,SHEIK,11,,ATACANTE,Flamengo
CESINHA,,9,,ATACANTE,Ponte Preta
VITOR,XAVIER,16,,MEIO-CAMPO,Ponte Preta
PEDRO,NEVES,32,,MEIO-CAMPO,Gremio
CARLOS,NEVES,18,,ZAGUEIRO,Atletico-MG
FABRÍCIO,SOUZA,8,,MEIO-CAMPO,Joinville
CLAUDINEI,SOUZA,8,,MEIO-CAMPO,Avai
VICTOR,OLIVEIRA,14,,ZAGUEIRO,Fluminense
ANDERSON,SALLES,4,,ZAGUEIRO,Vasco
JORGE,MORAES,36,,ZAGUEIRO,Flamengo
VICTOR,RANGEL,29,,ATACANTE,Botafogo-RJ
GILSON,NASCIMENTO,6,,ZAGUEIRO,Botafogo-RJ
CLEITON,SCHWENGBER,40,,GOLEIRO,Atletico-MG
GIOVANNI,AUGUSTO,14,,MEIO-CAMPO,Atletico-MG
ANDREZINHO,,10,,MEIO-CAMPO,Vasco
PAULO,FERREIRA,32,,MEIO-CAMPO,Santos
MARCOS,JÚNIOR,35,,MEIO-CAMPO,Fluminense
MURIEL,BECKER,30,,GOLEIRO,Internacional
MARION,FERNANDES,11,,ATACANTE,Joinville
GUILHERME,SOUZA,2,,ZAGUEIRO,Goias
JOSÉ,BONA,43,,ZAGUEIRO,Internacional
ÉVERTON,SILVA,2,,ZAGUEIRO,Avai
ROBERTO,RODRIGUES,11,,MEIO-CAMPO,Avai
JACKSON,SOUZA,26,,ZAGUEIRO,Palmeiras
MÁRIO,COSTA,37,,MEIO-CAMPO,Cruzeiro
RICARDO,SILVA,8,,MEIO-CAMPO,Figueirense
SIDCLEY,PEREIRA,6,,ZAGUEIRO,Athletico-PR
MARCELO,HERMES,22,,ZAGUEIRO,Gremio
LEANDRO,ALMEIDA,44,,ZAGUEIRO,Palmeiras
CRYSAN,,9,,ATACANTE,Athletico-PR
TAUÃ,,7,,MEIO-CAMPO,Avai
JOSÉ,NETO,37,,ZAGUEIRO,Santos
SAIMON,TORMEN,20,,ZAGUEIRO,Figueirense
DUDU,,11,,MEIO-CAMPO,Figueirense
RAFHAEL,LUCAS,99,,ATACANTE,Coritiba
PAOLO,GUERRERO,9,,ATACANTE,Flamengo
CLÉBER,SANTANA,88,,MEIO-CAMPO,Chapecoense
ADRIANO,CLARO,21,,ZAGUEIRO,Athletico-PR
JOSÉ,SANTANA,20,,ATACANTE,Bahia
EVERTON,SOARES,11,,MEIO-CAMPO,Gremio
RONALDINHO,GAÚCHO,10,,ATACANTE,Fluminense
RENAN,SOARES,1,,GOLEIRO,Goias
CHRISTIÁN,VILCHES,3,,ZAGUEIRO,Athletico-PR
JOSÉ,JÚNIOR,28,,ZAGUEIRO,Coritiba
RÔMULO,,11,,ATACANTE,Avai
VINÍCIUS,ARAÚJO,39,,ATACANTE,Cruzeiro
EDUARDO,SASHA,9,,MEIO-CAMPO,Internacional
CARLOS,SOUZA,6,,MEIO-CAMPO,Sao Paulo
LUIZ,EDUARDO,26,,ZAGUEIRO,Sao Paulo
RAFAEL,PINTO,4,,ZAGUEIRO,Coritiba
WESLEY,BELTRAME,19,,MEIO-CAMPO,Sao Paulo
BRENO,BORGES,33,,MEIO-CAMPO,Sao Paulo
WELLINGTON,PAULISTA,31,,ATACANTE,Fluminense
DANIEL,HERNÁNDEZ,11,,MEIO-CAMPO,Athletico-PR
ALAN,RUSCHEL,6,,ZAGUEIRO,Athletico-PR
DUVIER,RIASCOS,20,,ATACANTE,Vasco
CARLOS,SANTOS,7,,MEIO-CAMPO,Joinville
GUILHERME,ARANA,13,,ZAGUEIRO,Corinthians
JOÃO,GOMES,70,,MEIO-CAMPO,Figueirense
ZÉ,LOVE,9,,ATACANTE,Goias
JORGE,HENRIQUE,11,,MEIO-CAMPO,Vasco
HENRIQUE,ALMEIDA,91,,ATACANTE,Coritiba
TIAGO,SILVA,45,,ZAGUEIRO,Chapecoense
WALISSON,,21,,ZAGUEIRO,Coritiba
LUCAS,BARROS,26,,ZAGUEIRO,Botafogo-RJ
ANDRÉ,LUIS,97,,ATACANTE,Fortaleza
WILDER,GUISAO,13,,ATACANTE,Sao Paulo
ALEX,SANTANA,38,,GOLEIRO,Figueirense
LUCAS,LOVAT,36,,ZAGUEIRO,Avai
FRICKSON,ERAZO,33,,ZAGUEIRO,Gremio
KAYKE,MORENO,27,,ATACANTE,Flamengo
CÉSAR,MARTINS,3,,ZAGUEIRO,Flamengo
LUCAS,PRATTO,9,,ATACANTE,Atletico-MG
RODRIGO,OLIVEIRA,5,,MEIO-CAMPO,Goias
VANDERLEI,SILVA,1,,GOLEIRO,Santos
RENAN,RIBEIRO,28,,GOLEIRO,Sao Paulo
MARCELINHO,PARAÍBA,10,,ATACANTE,Joinville
EDSON,RATINHO,9,,MEIO-CAMPO,Joinville
NÍLTON,JÚNIOR,19,,MEIO-CAMPO,Internacional
NENÊ,,10,,MEIO-CAMPO,Vasco
WELLINGTON,PINTO,3,,ZAGUEIRO,Athletico-PR
WÉVERTON,SANTOS,77,,ZAGUEIRO,Sport
GABRIEL,JESUS,33,,MEIO-CAMPO,Palmeiras
ALEF,SANTOS,4,,ZAGUEIRO,Joinville
WANDERSON,SANTOS,98,,ATACANTE,Ceara
LUCIANO,NEVES,18,,MEIO-CAMPO,Gremio
GUI,AZEVEDO,39,,ATACANTE,Gremio
MIGUEL,BORJA,9,,ATACANTE,Palmeiras
RONALDO,ALVES,17,,ZAGUEIRO,CSA
SUELITON,PEREIRA,52,,ZAGUEIRO,Figueirense
NÉSTOR,CAMACHO,16,,MEIO-CAMPO,Avai
GUILHERME,PAREDE,77,,MEIO-CAMPO,Coritiba
OSVALDO,FILHO,17,,ATACANTE,Fluminense
DOUGLAS,GOMES,27,,MEIO-CAMPO,Fluminense
WELLINGTON,SILVA,25,,ZAGUEIRO,Fluminense
RÉVER,,3,,ZAGUEIRO,Internacional
LUIZ,GARCIA,4,,ZAGUEIRO,Ponte Preta
GERMÁN,HERRERA,7,,ATACANTE,Vasco
LUIZ,JUNIOR,6,,ZAGUEIRO,Joinville
GUSTAVO,SCARPA,40,,MEIO-CAMPO,Fluminense
VALDÍVIA,,29,,MEIO-CAMPO,Internacional
KLÉBER,,52,,ATACANTE,Coritiba
PAULINHO,,26,,MEIO-CAMPO,Flamengo
MATHEUS,REIS,4,,ZAGUEIRO,Sao Paulo
RAFAEL,MARQUES,31,,ZAGUEIRO,Gremio
EUGENIO,MENA,21,,ZAGUEIRO,Cruzeiro
BORGES,,9,,ATACANTE,Ponte Preta
EWANDRO,,7,,MEIO-CAMPO,Athletico-PR
LUCAS,CRISPIM,7,,MEIO-CAMPO,Joinville
RODINEI,ALMEIDA,2,,ZAGUEIRO,Ponte Preta
RENAN,OLIVEIRA,23,,MEIO-CAMPO,Avai
MOISÉS,,37,,MEIO-CAMPO,Gremio
MARQUINHOS,,31,,MEIO-CAMPO,Santos
ROGÉRIO,SILVA,6,,ZAGUEIRO,Joinville
JOSÉ,MELO,17,,MEIO-CAMPO,Sao Paulo
RAFAEL,VAZ,3,,ZAGUEIRO,Vasco
WILLIAM,BARBIO,7,,MEIO-CAMPO,Chapecoense
NEGUEBA,,7,,ATACANTE,Coritiba
JÚLIO,JÚNIOR,6,,ZAGUEIRO,Vasco
YAGO,,32,,ZAGUEIRO,Goias
MARCELO,HERMES,86,,ZAGUEIRO,Goias
BRUNO,VIEIRA,2,,ZAGUEIRO,Internacional
BRUNO,OLIVEIRA,5,,MEIO-CAMPO,Vasco
YAGO,SILVA,3,,ZAGUEIRO,Corinthians
JUNINHO,,25,,ZAGUEIRO,Figueirense
AGENOR,,1,,GOLEIRO,Joinville
JEFERSON,,2,,ZAGUEIRO,Ponte Preta
CRISTIAN,CABRAL,10,,MEIO-CAMPO,Ponte Preta
THIEGO,,27,,ZAGUEIRO,Chapecoense
LEANDRO,MORAES,9,,ATACANTE,Vasco
EDU,DRACENA,2,,ZAGUEIRO,Corinthians
BRUNO,MOTA,10,,MEIO-CAMPO,Athletico-PR
ANDREI,GIROTTO,28,,MEIO-CAMPO,Palmeiras
AGUSTÍN,ALLIONE,20,,MEIO-CAMPO,Palmeiras
DANIEL,GUEDES,15,,ZAGUEIRO,Goias
ELTON,ATAÍDE,8,,MEIO-CAMPO,Ponte Preta
MATHEUS,SALES,36,,MEIO-CAMPO,Palmeiras
CRISTIAN,LEDESMA,24,,MEIO-CAMPO,Santos
LUIS,CÁCERES,6,,MEIO-CAMPO,Coritiba
ARTHUR,REZENDE,10,,MEIO-CAMPO,Goias
MARCOS,ARAÚJO,34,,ATACANTE,Cruzeiro
TÚLIO,MELO,99,,ATACANTE,Chapecoense
FERNANDO,BARRIENTOS,7,,MEIO-CAMPO,Athletico-PR
ZÉ,ROBERTO,11,,ZAGUEIRO,Palmeiras
MARCELO,LOMBA,1,,GOLEIRO,Ponte Preta
ALEXANDRO,BATISTA,9,,ATACANTE,Ponte Preta
PAULO,VIDOTTI,1,,GOLEIRO,Gremio
DANRLEI,SANTOS,5,,MEIO-CAMPO,Joinville
FERNANDO,VIANA,11,,ATACANTE,Joinville
WILLIAN,SOUZA,15,,MEIO-CAMPO,Palmeiras
FRANCINILSON,MEIRELLES,40,,MEIO-CAMPO,Chapecoense
PABLO,MOUCHE,17,,MEIO-CAMPO,Palmeiras
GIORGIAN,ARRASCAETA,10,,ATACANTE,Cruzeiro
RAFAEL,DONATO,3,,ZAGUEIRO,Joinville
LUIZ,GUSTAVO,4,,ZAGUEIRO,Joinville
AYRTON,MEDEIROS,36,,ZAGUEIRO,Fluminense
JOSÉ,SILVA,7,,MEIO-CAMPO,Sport
RODRIGO,MARINHO,26,,MEIO-CAMPO,Corinthians
LÉO,CITTADINI,27,,MEIO-CAMPO,Santos
LINIKER,MOREIRA,7,,MEIO-CAMPO,Goias
MARCOS,SERRATO,8,,MEIO-CAMPO,Ponte Preta
MOISÉS,BARBOSA,6,,ZAGUEIRO,Bahia
YAGO,ROCHA,6,,MEIO-CAMPO,Goias
MATHEUS,ROSSETTO,20,,MEIO-CAMPO,Athletico-PR
GUILHERME,PAREDE,77,,MEIO-CAMPO,Internacional
RAFAEL,SANTOS,36,,ZAGUEIRO,Cruzeiro
YGOR,NOGUEIRA,44,,ZAGUEIRO,Fluminense
DOUGLAS,GROLLI,13,,ZAGUEIRA,Cruzeiro
LUCAS,BARRIOS,8,,ATACANTE,Palmeiras
PAULO,ANDRÉ,13,,ZAGUEIRO,Athletico-PR
LEONARDO,MORAIS,33,,ZAGUEIRO,Athletico-PR
LUCAS,FERNANDES,29,,MEIO-CAMPO,Sao Paulo
LEANDRINHO,,10,,MEIO-CAMPO,Botafogo-RJ
WELLINGTON,LIMA,8,,MEIO-CAMPO,Santa Cruz
TIAGO,CARDOSO,1,,GOLEIRO,Santa Cruz
GRAFITE,,23,,ATACANTE,Santa Cruz
