Nome, Time
91	Gilbertão	Lins	São Paulo SP	Gov. Municipal	15 770
92	Dario Rodrigues Leite	Guaratinguetá	15 769
93	Primeiro de Maio	São Bernardo do Campo	12 578
94	Prefeito José Costa	Espírito Santo do Pinhal	15 727
95	Novelli Júnior	Itu	15 600
96	Arena Batistão	Aracaju	Sergipe SE	Gov. Estadual	15 586
97	Boca do Lobo	Pelotas	Rio Grande do Sul RS	Privado	15 478
98	Melão	Varginha	Minas Gerais MG	Gov. Municipal	15 471
99	Uberabão	Uberaba	15 306
100	Sócrates Stamato	Bebedouro	São Paulo SP	Privado	15 300
101	Frasqueirão	Natal	Rio Grande do Norte RN	15 082
102	Nabi Abi Chedid	Bragança Paulista	São Paulo SP	15 010
Bento de Abreu	Marília	Gov. Municipal
104	Alfredo Chiavegato	Jaguariúna	15 000
Arapucão	Jataí	Goiás GO
Carlos Affini	Paraguaçu Paulista	São Paulo SP
Montanha dos Vinhedos	Bento Gonçalves	Rio Grande do Sul RS	Privado
JK	Itumbiara	Goiás GO	Gov. Municipal
José Maria Campos Maia	Mirassol	São Paulo SP
Moacyrzão	Macaé	Rio de Janeiro RJ	Privado
Giulite Coutinho	Mesquita	Gov. Municipal
Maria Teresa Breda	Olímpia	São Paulo SP
Vermelhão da Serra	Passo Fundo	Rio Grande do Sul RS	Privado
Torquato Pontes	Rio Grande	Gov. Municipal
115	Willie Davids	Maringá	Paraná PR	14 955
116	Antonio Lins Ribeiro Guimarães	Santa Bárbara d'Oeste	São Paulo SP	Privado	14 913
117	Lancha Filho	Franca	Gov. Municipal	14 686
118	Serrinha	Goiânia	Goiás GO	Privado	14 525
119	Francisco Nogueira Filho	Mogi das Cruzes	São Paulo SP	Gov. Municipal	14 384
120	Bruno José Daniel	Santo André	11 440
121	Anísio Haddad	São José do Rio Preto	Privado	14 126
122	Soares de Azevedo	Muriaé	Minas Gerais MG	13 971
123	Jayme Cintra	Jundiaí	São Paulo SP	13 905
124	Baenão	Belém	Pará PA	13 792
125	Walter Ribeiro	Sorocaba	São Paulo SP	Gov. Municipal	13 772
126	Olímpico Pedro Ludovivo	Goiânia	Goiás GO	Gov. Estadual	13 500
127	Ícaro de Castro Melo	São Paulo	São Paulo SP	13 400
128	Otacília Patrício Arroyo	Monte Azul Paulista	Privado	13 100
129	Fortaleza	Barretos	Gov. Municipal	13 007
130	Gigante do Norte	Sinop	Mato Grosso MT	13 000
Oswaldo Scatena	Batatais	São Paulo SP	Privado
132	Zezinho Magalhães	Jaú	12 978
133	14 de Dezembro	Toledo	Paraná PR	Gov. Municipal	12 500
Antônio Accioly	Goiânia	Goiás GO	Privado
135	Jorge Ismael de Biasi	Novo Horizonte	São Paulo SP	12 398
136	Serra do Lago	Luziânia	Goiás GO	Gov. Municipal	12 300
137	Cornélio de Barros	Salgueiro	Pernambuco PE	12 070
138	Arena Capivari	Capivari	São Paulo SP	12 000
Fumeirão	Arapiraca	Alagoas AL
Ademir Cunha	Paulista	Pernambuco PE
Caio Martins	Niterói	Rio de Janeiro RJ	Privado
Marizão	Caicó	Rio Grande do Norte RN	Gov. Estadual
Municipal de Quiterianópolis	Quiterianópolis	Ceará CE	Gov. Municipal
Adonir Guimarães	Planaltina	Distrito Federal (Brasil) DF	Gov. Distrital
Antônio Pena	Catu	Bahia BA	Gov. Municipal
Perpetão	Cajazeiras	Paraíba PB	Gov. Estadual
147	OBA	Goiânia	Goiás GO	Privado	11 788
148	Breno Ribeiro do Val	Osvaldo Cruz	São Paulo SP	Gov. Municipal	11 784
149	José Liberatti	Osasco	11 780
150	Luiz Viana Filho	Itabuna	Bahia BA	11 745
151	Mirandão	Crato	Ceará CE	11 732
152	Lomantão	Vitória da Conquista	Bahia BA	11 538
153	José Cavalcanti	Patos	Paraíba PB	11 500
154	Nhozinho Santos	São Luís	Maranhão MA	11 429
155	Adhermazão	Araçatuba	São Paulo SP	11 274
156	Geraldão	Tauá	Ceará CE	11 168
157	Gigante do Itiberê	Paranaguá	Paraná PR	11 000
CE Umuarama	Umuarama
Marizão	Sousa	Paraíba PB
Rua Bariri	Rio de Janeiro	Rio de Janeiro RJ	Privado
161	Carneirão	Vitória de Santo Antão	Pernambuco PE	Gov. Municipal	10 911
162	Jonas Duarte	Anápolis	Goiás GO	10 707
163	Nicolau Alayon	São Paulo	São Paulo SP	Privado	10 723
164	Grito da República	Olinda	Pernambuco PE	Gov. Municipal	10 700
165	Bom Jesus da Lapa	Apucarana	Paraná PR	10 682
166	Germano Krüger	Ponta Grossa	Privado	10 632
167	Francisco Novelletto Neto	Porto Alegre	Rio Grande do Sul RS	10 600
168	Junco	Sobral	Ceará CE	Gov. Municipal	10 500
Trabalhador	Resende	Rio de Janeiro RJ
170	Colina	Manaus	Amazonas AM	Gov. Estadual	10 451
171	Dos Pássaros	Arapongas	Paraná PR	Gov. Municipal	10 440
172	Domingão	Horizonte	Ceará CE	10 400
173	Bernardo Rubinger de Queiroz	Patos de Minas	Minas Gerais MG	10 252
174	Pedro Alves do Nascimento	Patrocínio	10 250
175	Vavazão	Maruim	Sergipe SE	Gov. Estadual	10 235
176	Parque do Bacurau	Cametá	Pará PA	Gov. Municipal	10 230
177	Barrettão	Ceará-Mirim	Rio Grande do Norte RN	10 068
178	Luís Augusto de Oliveira	São Carlos	São Paulo SP	10 044
179	José Sidney Cunha	Capão Bonito	10 022
180	Octávio da Silva Bastos	São João da Boa Vista	10 002
Tico Breda	Hortolândia
182	Amaros	Itápolis	10 000
Bento Freitas	Pelotas	Rio Grande do Sul RS	Privado
Arena do Calçado	Nova Serrana	Minas Gerais MG	Gov. Municipal
Teotônio Vilela	Viçosa	Alagoas AL
Florestão	Rio Branco	Acre AC
Estrela D'Alva	Bagé	Rio Grande do Sul RS	Privado
Cristo Rei	São Leopoldo
Complexo Esportivo da ULBRA	Canoas
VGD	Londrina	Paraná PR
Aryzão	Campos dos Goytacazes	Rio de Janeiro RJ
Jair Siqueira Bittencourt	Itaperuna
Arena Guanabara	Araruama
Odair Gama	Três Rios
Aluizão	Porto Velho	Rondônia RO	Gov. Municipal
Augustinho Lima	Sobradinho	Distrito Federal (Brasil) DF	Gov. Distrital
Frei Epifânio	Imperatriz	Maranhão MA	Gov. Municipal
Presidente Médici	Itabaiana	Sergipe SE	Gov. Estadual
Nilton Santos	Palmas	Tocantins TO
Ribeirão	Tocantinópolis	Privado
Passo das Emas	Lucas do Rio Verde	Mato Grosso MT	Gov. Municipal
Rosenão	Parauapebas	Pará PA
Arena do Juruá	Cruzeiro do Sul	Acre AC	Gov. Estadual
Canarinho	Boa Vista	Roraima RR
Gilbertão	Manacapuru	Amazonas AM	Gov. Municipal
Mirandão	Araguaína	Tocantins TO	Gov. Estadual
Andradão	Nova Andradina	Mato Grosso do Sul MS	Gov. Municipal
208	Arena Verde	Paragominas	Pará PA	9 878
209	Joaquim de Morais Filho	Taubaté	São Paulo SP	Privado	9 600
210	Agostinho Prada	Limeira	9 486
211	Binezão	Santa Inês	Maranhão MA	Gov. Municipal	9 146
212	Moça Bonita	Rio de Janeiro	Rio de Janeiro RJ	Privado	9 024
213	PV	Campina Grande	Paraíba PB	8 800
214	Tenente Carriço	Penápolis	São Paulo SP	Gov. Municipal	8 769
215	Hudson Buck Ferreira	Matão	8 758
216	Mamudão	Governador Valadares	Minas Gerais MG	8 675
217	Pedro Benedetti	Mauá	São Paulo SP	8 567
218	Tonicão	Assis	São Paulo SP	8 525
219	Colosso do Tapajós	Santarém	Pará PA	8 500
Atílio Marotti	Petrópolis	Rio de Janeiro RJ	Privado
221	Rua Bariri	Rio de Janeiro	8 300
222	Pedro Marin Berbel	Birigui	São Paulo SP	Gov. Municipal	8 240
223	Frei Norberto	Paracatu	Minas Gerais MG	8 206
224	Navengantão	Tucuruí	Pará PA	8 200
225	Plínio Marin	Votuporanga	São Paulo SP	8 145
226	Benito Castellano	Rio Claro	8 136
227	Distrital do Inamar	Diadema	8 075
228	Caneleira	Santos	Privado	8 031
229	Vila Olímpica	Curitiba	Paraná PR	8 000
José de Melo	Rio Branco	Acre AC
Cajueirão	Salinópolis	Pará PA	Gov. Municipal
Renê Bayma	Codó	Maranhão MA
Barretão	Lagarto	Sergipe SE	Gov. Estadual
Barbosão	Cruz das Almas	Bahia BA	Gov. Municipal
Primaverão	Itapetinga
Israel Pinheiro	Itabira	Minas Gerais MG	Privado
Laranjeiras	Rio de Janeiro	Rio de Janeiro RJ
Antônio Savatonne	Teresópolis
Aldo Dapuzzo	Rio Grande	Rio Grande do Sul RS
Silvio de Faria Corrêa	São Gabriel	Gov. Municipa
