e_tipo,n_minuto_cartao,id_jogador,id_jogo
Amarelo,29,3060,2030
Amarelo,85,281,2030
Amarelo,37,1507,2030
Amarelo,10,2961,2030
Amarelo,65,3058,2031
Amarelo,11,1870,2031
Amarelo,14,1853,2031
Amarelo,75,3059,2031
Amarelo,48,2230,2031
Amarelo,31,2962,2031
Amarelo,79,2125,2032
Amarelo,20,2366,2032
Amarelo,92,1752,2032
Vermelho,97,1829,2032
Amarelo,83,1886,2032
Amarelo,53,1911,2032
Amarelo,95,1829,2032
Amarelo,81,2800,2032
Amarelo,94,1411,2033
Amarelo,38,1754,2033
Amarelo,65,1806,2033
Amarelo,91,2532,2033
Amarelo,88,860,2033
Amarelo,52,1073,2034
Amarelo,53,988,2034
Amarelo,39,96,2034
Amarelo,86,1649,2034
Amarelo,45,3009,2034
Vermelho,87,1649,2034
Amarelo,94,2119,2034
Amarelo,52,1894,2034
Amarelo,47,125,2034
Amarelo,92,3010,2034
Amarelo,52,3011,2034
Vermelho,49,1382,2034
Amarelo,92,2292,2035
Amarelo,80,1020,2035
Amarelo,59,2131,2035
Vermelho,82,1897,2035
Amarelo,100,3008,2035
Amarelo,91,1965,2035
Amarelo,67,1897,2035
Vermelho,91,1965,2035
Amarelo,49,2531,2036
Amarelo,49,1146,2036
Amarelo,67,1905,2036
Amarelo,40,2122,2036
Amarelo,53,3007,2037
Amarelo,20,2092,2037
Amarelo,82,2180,2037
Amarelo,63,1608,2037
Vermelho,96,2180,2037
Amarelo,98,3005,2037
Amarelo,40,2331,2037
Amarelo,94,1680,2037
Amarelo,71,3006,2037
Amarelo,42,1902,2038
Amarelo,78,1613,2038
Amarelo,72,1924,2038
Amarelo,25,2984,2038
Amarelo,75,2985,2039
Amarelo,43,2986,2039
Amarelo,86,2250,2039
Amarelo,62,2582,2039
Amarelo,49,602,2040
Amarelo,65,1749,2040
Amarelo,76,1337,2040
Amarelo,78,1905,2040
Amarelo,22,1703,2040
Vermelho,87,1386,2041
Amarelo,82,1622,2041
Amarelo,84,2346,2041
Amarelo,48,1386,2041
Amarelo,38,1887,2041
Amarelo,95,1290,2042
Amarelo,80,246,2042
Amarelo,91,1225,2042
Amarelo,83,2185,2044
Amarelo,59,1710,2044
Amarelo,58,1974,2044
Vermelho,4,1910,2045
Amarelo,50,2127,2045
Amarelo,31,1914,2045
Amarelo,30,2982,2046
Amarelo,42,2711,2046
Vermelho,7,2707,2046
Amarelo,83,2120,2046
Amarelo,52,2671,2046
Amarelo,9,2983,2046
Amarelo,94,739,2047
Amarelo,58,2963,2047
Amarelo,48,1041,2047
Amarelo,70,1507,2047
Amarelo,93,1637,2047
Amarelo,90,2964,2048
Amarelo,62,2126,2049
Amarelo,93,2958,2049
Amarelo,48,1115,2049
Amarelo,68,1736,2049
Amarelo,47,2268,2049
Amarelo,71,281,2049
Amarelo,90,1890,2050
Amarelo,91,1931,2050
Amarelo,63,2610,2051
Amarelo,69,1918,2051
Amarelo,66,2962,2051
Amarelo,50,2959,2051
Amarelo,46,1884,2052
Amarelo,54,2709,2052
Vermelho,16,2092,2052
Amarelo,72,1928,2052
Amarelo,77,2960,2052
Vermelho,36,2961,2053
Amarelo,62,2180,2053
Amarelo,21,1689,2053
Amarelo,43,2852,2053
Amarelo,94,1891,2053
Amarelo,58,1609,2053
Amarelo,88,2958,2053
Amarelo,18,1310,2053
Amarelo,90,2213,2054
Amarelo,76,989,2054
Amarelo,65,1571,2054
Amarelo,89,1760,2054
Amarelo,84,1221,2054
Amarelo,35,1641,2054
Amarelo,89,1882,2055
Amarelo,82,2269,2055
Amarelo,72,2155,2055
Amarelo,85,1902,2055
Amarelo,87,2315,2055
Amarelo,48,1899,2055
Amarelo,94,2317,2056
Amarelo,45,1637,2056
Amarelo,75,1972,2056
Vermelho,57,1812,2057
Amarelo,90,1669,2057
Vermelho,74,2298,2057
Amarelo,78,2536,2058
Amarelo,54,2187,2058
Amarelo,43,1749,2058
Amarelo,67,2610,2059
Amarelo,19,2209,2059
Vermelho,87,2209,2059
Amarelo,89,2185,2060
Amarelo,67,1707,2060
Amarelo,95,2936,2061
Amarelo,45,1799,2061
Amarelo,17,1736,2061
Amarelo,81,1971,2061
Amarelo,29,2937,2062
Amarelo,86,2339,2062
Amarelo,50,1705,2062
Amarelo,91,2313,2062
Amarelo,91,733,2062
Amarelo,68,2882,2062
Amarelo,56,2532,2063
Amarelo,20,844,2063
Amarelo,62,1913,2063
Amarelo,39,2181,2063
Amarelo,95,2149,2063
Amarelo,36,1281,2063
Amarelo,89,1970,2063
Amarelo,58,1905,2063
Vermelho,83,100,2064
Amarelo,54,1467,2064
Amarelo,8,1718,2064
Amarelo,78,265,2064
Amarelo,57,1849,2064
Amarelo,87,1546,2065
Amarelo,81,2331,2065
Vermelho,37,2672,2065
Amarelo,91,1775,2065
Amarelo,47,1612,2065
Amarelo,28,2672,2065
Amarelo,81,1917,2066
Amarelo,27,2131,2066
Amarelo,70,1609,2066
Amarelo,55,2036,2066
Amarelo,56,1985,2066
Amarelo,74,387,2066
Amarelo,58,1891,2066
Amarelo,58,2336,2067
Amarelo,93,2881,2068
Amarelo,30,1962,2068
Amarelo,75,565,2068
Amarelo,29,2297,2068
Amarelo,77,1906,2069
Amarelo,85,2853,2069
Amarelo,73,1680,2070
Amarelo,47,1689,2070
Amarelo,69,1608,2070
Amarelo,45,1791,2070
Vermelho,91,2854,2071
Amarelo,49,1964,2071
Amarelo,61,2230,2071
Amarelo,90,304,2071
Amarelo,48,760,2072
Amarelo,56,1221,2072
Amarelo,40,2800,2072
Amarelo,43,2346,2073
Amarelo,80,2852,2073
Amarelo,49,397,2073
Amarelo,84,110,2073
Amarelo,76,2204,2073
Amarelo,40,1115,2073
Amarelo,98,2671,2074
Amarelo,42,2090,2074
Amarelo,26,2092,2074
Vermelho,91,1691,2074
Amarelo,79,2212,2074
Amarelo,27,2851,2074
Amarelo,89,1691,2074
Amarelo,57,1985,2075
Amarelo,53,1424,2075
Amarelo,14,2361,2075
Amarelo,34,1760,2076
Amarelo,91,285,2076
Amarelo,64,2802,2076
Amarelo,34,2582,2076
Amarelo,100,1740,2076
Amarelo,16,1705,2076
Amarelo,74,2126,2076
Amarelo,50,2710,2076
Amarelo,30,1836,2076
Vermelho,42,130,2077
Amarelo,83,1912,2077
Amarelo,52,1819,2077
Amarelo,83,1926,2077
Amarelo,36,900,2077
Amarelo,65,1703,2077
Amarelo,48,1178,2077
Amarelo,39,130,2077
Vermelho,70,2270,2078
Amarelo,33,2799,2078
Amarelo,84,2335,2078
Vermelho,77,2362,2078
Amarelo,82,1974,2078
Amarelo,32,1902,2078
Amarelo,47,2270,2078
Amarelo,32,2800,2079
Amarelo,60,2801,2079
Amarelo,34,265,2080
Amarelo,89,733,2080
Amarelo,27,1760,2080
Amarelo,12,1910,2080
Amarelo,25,304,2080
Amarelo,74,2798,2080
Amarelo,24,1740,2080
Amarelo,21,1880,2081
Amarelo,89,2712,2081
Amarelo,29,2713,2081
Amarelo,37,2335,2081
Amarelo,92,1689,2081
Amarelo,68,387,2081
Amarelo,25,1634,2081
Amarelo,74,1073,2082
Amarelo,87,1915,2082
Amarelo,50,1917,2082
Amarelo,69,1382,2082
Amarelo,53,2708,2082
Amarelo,36,2122,2083
Amarelo,33,1637,2083
Amarelo,93,2709,2084
Amarelo,28,2710,2085
Amarelo,86,2711,2086
Amarelo,84,2210,2087
Amarelo,51,1710,2087
Amarelo,29,2251,2087
Amarelo,67,1533,2087
Amarelo,48,565,2087
Amarelo,59,1399,2088
Amarelo,41,2707,2088
Amarelo,96,1904,2089
Amarelo,70,1973,2089
Amarelo,59,2229,2089
Amarelo,86,2211,2089
Amarelo,73,1912,2090
Amarelo,58,1548,2090
Amarelo,77,1819,2090
Amarelo,27,1905,2090
Amarelo,72,2252,2091
Amarelo,26,265,2091
Amarelo,86,1914,2091
Amarelo,84,1870,2091
Amarelo,47,1906,2092
Amarelo,53,1931,2092
Amarelo,41,1342,2092
Amarelo,89,2345,2092
Amarelo,73,1890,2092
Amarelo,53,1759,2092
Amarelo,81,2583,2093
Amarelo,71,2089,2093
Amarelo,56,733,2093
Amarelo,78,2693,2093
Amarelo,20,2087,2093
Amarelo,67,2363,2094
Amarelo,46,2362,2094
Amarelo,52,2187,2094
Amarelo,3,2369,2094
Amarelo,46,1680,2095
Amarelo,64,1736,2095
Amarelo,90,2236,2095
Amarelo,67,2472,2095
Amarelo,26,1918,2095
Amarelo,79,1891,2095
Amarelo,88,1571,2096
Amarelo,86,1221,2096
Amarelo,78,96,2096
Amarelo,86,2607,2096
Amarelo,82,1396,2096
Amarelo,96,1967,2097
Amarelo,89,1974,2097
Amarelo,96,1041,2097
Amarelo,74,2092,2098
Amarelo,49,1884,2098
Amarelo,62,2212,2098
Amarelo,49,2673,2098
Vermelho,81,1633,2098
Amarelo,95,2297,2099
Amarelo,35,1965,2099
Amarelo,68,1892,2099
Amarelo,33,2006,2099
Amarelo,90,1637,2100
Amarelo,83,1914,2100
Amarelo,15,2273,2100
Amarelo,64,1779,2100
Amarelo,79,2155,2100
Vermelho,33,2535,2101
Amarelo,49,1791,2101
Amarelo,29,1210,2102
Vermelho,18,2670,2102
Amarelo,69,1208,2102
Vermelho,44,1888,2102
Amarelo,94,1883,2103
Amarelo,90,2671,2103
Amarelo,69,2672,2103
Amarelo,49,281,2103
Amarelo,73,1928,2103
Amarelo,32,1651,2103
Amarelo,61,1904,2104
Amarelo,23,1710,2105
Amarelo,74,1705,2105
Vermelho,72,1752,2105
Amarelo,38,1962,2105
Amarelo,96,1760,2105
Amarelo,51,1566,2105
Vermelho,93,2333,2105
Vermelho,99,1760,2105
Amarelo,85,2089,2106
Amarelo,30,1232,2106
Amarelo,86,2126,2107
Amarelo,8,1736,2107
Amarelo,46,1918,2107
Amarelo,75,304,2108
Amarelo,94,397,2108
Amarelo,43,1115,2108
Amarelo,85,1870,2108
Amarelo,35,705,2108
Amarelo,91,1595,2108
Amarelo,32,1548,2108
Amarelo,92,860,2109
Amarelo,47,2316,2109
Amarelo,69,1680,2109
Amarelo,58,1623,2109
Amarelo,73,2060,2109
Amarelo,95,2162,2109
Amarelo,67,1634,2109
Amarelo,27,2036,2109
Amarelo,86,1880,2110
Vermelho,77,1740,2111
Amarelo,38,1740,2111
Amarelo,34,2367,2111
Amarelo,94,2647,2111
Amarelo,82,1411,2112
Amarelo,87,2648,2112
Amarelo,93,1281,2112
Amarelo,75,1896,2112
Amarelo,76,1691,2112
Amarelo,52,62,2113
Amarelo,79,2348,2113
Amarelo,5,1439,2113
Amarelo,99,2609,2113
Amarelo,55,2610,2113
Amarelo,60,2611,2114
Amarelo,53,1637,2114
Amarelo,76,1965,2115
Amarelo,30,2120,2115
Amarelo,77,1649,2115
Amarelo,67,1532,2116
Amarelo,77,1819,2116
Amarelo,78,2607,2116
Amarelo,4,1221,2116
Amarelo,49,2608,2116
Amarelo,94,2127,2117
Amarelo,88,1985,2117
Amarelo,93,2361,2117
Amarelo,53,1327,2118
Amarelo,76,2036,2118
Amarelo,66,1911,2118
Amarelo,39,2296,2118
Amarelo,5,838,2118
Amarelo,83,2313,2119
Amarelo,56,1923,2119
Amarelo,3,2345,2119
Amarelo,77,2093,2119
Amarelo,43,183,2119
Amarelo,94,1634,2120
Amarelo,62,838,2120
Amarelo,64,1575,2120
Vermelho,79,1922,2120
Amarelo,95,1771,2120
Amarelo,88,2180,2120
Amarelo,82,733,2120
Amarelo,46,281,2121
Amarelo,83,1399,2121
Amarelo,66,1589,2121
Amarelo,19,1595,2121
Amarelo,82,1613,2121
Amarelo,72,2583,2122
Amarelo,25,1500,2122
Amarelo,87,860,2122
Amarelo,58,1538,2122
Amarelo,88,2350,2122
Amarelo,52,2120,2123
Amarelo,64,285,2123
Amarelo,84,2581,2123
Amarelo,94,2582,2123
Amarelo,48,2268,2123
Amarelo,90,2249,2124
Amarelo,68,1899,2124
Amarelo,20,2273,2124
Amarelo,53,1754,2124
Amarelo,81,1915,2124
Amarelo,64,2127,2124
Amarelo,61,1624,2124
Amarelo,33,1640,2124
Amarelo,57,1880,2125
Amarelo,97,1350,2126
Amarelo,10,100,2126
Amarelo,62,2271,2126
Amarelo,43,2239,2126
Amarelo,55,1073,2126
Amarelo,95,2006,2126
Amarelo,58,2534,2126
Amarelo,87,1913,2127
Amarelo,40,2535,2127
Amarelo,95,1178,2127
Amarelo,72,2536,2127
Amarelo,87,1962,2127
Amarelo,49,1426,2128
Amarelo,84,2533,2129
Amarelo,47,1904,2129
Amarelo,32,2473,2129
Amarelo,56,1924,2129
Amarelo,95,1964,2129
Amarelo,29,2298,2129
Amarelo,90,1913,2130
Amarelo,83,2531,2130
Amarelo,85,1673,2130
Amarelo,85,1703,2130
Amarelo,11,1905,2130
Amarelo,41,2092,2130
Amarelo,95,2254,2131
Amarelo,89,2532,2131
Amarelo,90,2185,2131
Amarelo,57,1268,2131
Amarelo,59,1641,2132
Amarelo,48,1221,2132
Amarelo,57,2187,2132
Amarelo,57,1399,2132
Amarelo,6,1546,2132
Amarelo,27,2270,2132
Amarelo,41,1972,2133
Amarelo,52,2233,2133
Amarelo,24,1426,2133
Amarelo,90,1931,2134
Amarelo,78,1590,2134
Amarelo,81,1759,2134
Amarelo,95,1897,2135
Amarelo,55,2131,2135
Amarelo,96,1781,2135
Amarelo,47,1710,2135
Amarelo,80,1898,2135
Amarelo,53,1914,2135
Amarelo,79,62,2135
Vermelho,73,1718,2136
Amarelo,70,2475,2136
Amarelo,64,1382,2136
Amarelo,76,989,2136
Amarelo,28,183,2137
Amarelo,48,2472,2137
Amarelo,17,1806,2137
Amarelo,34,2126,2137
Amarelo,67,2473,2138
Amarelo,42,1609,2138
Amarelo,93,1926,2139
Amarelo,22,2474,2139
Amarelo,82,2006,2139
Amarelo,29,2470,2140
Amarelo,80,2471,2140
Amarelo,83,1596,2140
Amarelo,90,2319,2140
Amarelo,19,2211,2140
Amarelo,19,2121,2141
Amarelo,37,677,2142
Amarelo,10,1819,2142
Amarelo,73,2119,2142
Amarelo,41,1178,2142
Amarelo,76,154,2143
Amarelo,90,1440,2143
Amarelo,55,1840,2143
Amarelo,66,1146,2143
Amarelo,59,265,2143
Amarelo,32,705,2143
Amarelo,48,1281,2144
Amarelo,81,1442,2144
Amarelo,72,1268,2144
Amarelo,86,2388,2144
Amarelo,46,1760,2144
Amarelo,95,1745,2145
Amarelo,75,1613,2145
Amarelo,66,2387,2145
Vermelho,78,1613,2145
Amarelo,73,2236,2145
Amarelo,73,1399,2145
Amarelo,58,1296,2145
Amarelo,29,1369,2146
Amarelo,93,1969,2146
Amarelo,95,1964,2146
Amarelo,34,2095,2146
Amarelo,82,58,2147
Vermelho,68,2296,2148
Amarelo,65,2239,2148
Amarelo,50,2296,2148
Amarelo,89,1327,2148
Amarelo,62,2125,2148
Amarelo,63,2348,2148
Amarelo,42,2335,2149
Amarelo,71,2129,2149
Amarelo,80,2185,2150
Amarelo,11,2269,2150
Amarelo,57,130,2150
Vermelho,80,2366,2150
Amarelo,39,2367,2150
Amarelo,78,2366,2150
Amarelo,32,1926,2150
Amarelo,89,2364,2151
Amarelo,15,1538,2151
Amarelo,25,2120,2151
Amarelo,20,321,2151
Amarelo,65,1649,2151
Amarelo,90,2365,2152
Amarelo,29,1814,2152
Amarelo,67,2360,2152
Amarelo,64,304,2152
Amarelo,53,1914,2153
Amarelo,53,1115,2153
Amarelo,67,2361,2153
Amarelo,94,1589,2153
Vermelho,68,2362,2154
Amarelo,97,2363,2154
Amarelo,55,2093,2154
Amarelo,48,100,2154
Amarelo,70,1880,2154
Amarelo,79,1634,2155
Vermelho,84,1928,2156
Amarelo,59,1884,2156
Amarelo,76,602,2156
Amarelo,36,659,2156
Vermelho,95,1673,2156
Amarelo,82,1673,2156
Amarelo,14,1596,2156
Amarelo,58,860,2156
Amarelo,20,2350,2156
Amarelo,78,1293,2157
Amarelo,48,989,2158
Amarelo,94,1637,2158
Amarelo,59,1967,2158
Amarelo,82,1910,2158
Amarelo,20,1746,2158
Amarelo,59,1369,2158
Amarelo,51,1426,2158
Amarelo,48,2349,2159
Amarelo,27,1873,2159
Vermelho,4,1969,2159
Amarelo,42,1961,2159
Amarelo,40,2347,2159
Vermelho,94,2344,2160
Amarelo,84,1613,2160
Amarelo,32,1571,2160
Amarelo,29,2348,2160
Amarelo,93,1929,2160
Amarelo,82,1775,2160
Amarelo,94,2344,2160
Amarelo,76,183,2161
Amarelo,21,1915,2161
Amarelo,92,2345,2161
Amarelo,37,659,2161
Amarelo,50,2346,2162
Amarelo,78,1916,2162
Amarelo,91,1411,2162
Amarelo,49,1268,2162
Amarelo,70,739,2163
Amarelo,46,1507,2163
Vermelho,23,2338,2163
Amarelo,75,2209,2163
Amarelo,49,1589,2163
Amarelo,94,1961,2163
Amarelo,72,1886,2164
Amarelo,32,2336,2164
Amarelo,37,2034,2164
Amarelo,27,733,2164
Amarelo,39,2239,2164
Amarelo,91,1575,2164
Amarelo,32,1740,2164
Amarelo,46,2230,2165
Amarelo,80,2337,2165
Amarelo,53,2333,2165
Amarelo,36,62,2165
Amarelo,95,304,2165
Amarelo,23,1290,2165
Amarelo,77,1710,2165
Amarelo,43,2334,2165
Amarelo,33,2335,2166
Amarelo,67,1893,2166
Amarelo,50,2331,2166
Amarelo,66,1920,2166
Amarelo,67,1662,2166
Amarelo,54,2332,2166
Amarelo,11,1651,2166
Amarelo,69,154,2167
Amarelo,30,100,2167
Amarelo,71,1849,2167
Amarelo,32,2120,2168
Amarelo,34,1971,2168
Amarelo,40,1791,2168
Amarelo,54,2317,2168
Amarelo,17,2234,2168
Vermelho,79,1902,2169
Amarelo,90,2318,2169
Amarelo,93,2319,2169
Amarelo,30,1905,2169
Amarelo,35,1902,2169
Amarelo,33,1221,2170
Amarelo,39,1899,2170
Amarelo,47,2131,2170
Amarelo,35,2315,2170
Amarelo,94,602,2171
Amarelo,76,2316,2171
Amarelo,91,1806,2171
Amarelo,77,1746,2171
Amarelo,91,2314,2172
Amarelo,47,1426,2172
Amarelo,48,1891,2172
Amarelo,88,1779,2172
Amarelo,69,387,2172
Amarelo,26,1623,2172
Amarelo,66,1317,2173
Amarelo,93,1208,2173
Amarelo,36,1885,2173
Amarelo,93,1154,2173
Amarelo,37,1873,2173
Amarelo,29,1388,2173
Amarelo,59,1962,2174
Amarelo,75,2313,2174
Amarelo,21,1878,2174
Amarelo,84,1316,2174
Amarelo,48,2187,2174
Amarelo,53,1633,2175
Amarelo,16,1574,2175
Amarelo,37,146,2176
Amarelo,36,2182,2176
Amarelo,91,321,2176
Amarelo,6,1538,2176
Amarelo,7,1905,2176
Amarelo,85,2297,2178
Amarelo,40,2298,2178
Amarelo,49,1382,2178
Amarelo,49,1232,2178
Amarelo,78,335,2178
Amarelo,92,1930,2179
Amarelo,67,80,2179
Amarelo,56,2295,2179
Amarelo,84,2296,2181
Amarelo,62,1921,2181
Amarelo,32,2231,2181
Amarelo,88,1886,2181
Amarelo,68,130,2181
Amarelo,37,1316,2181
Amarelo,90,2291,2182
Amarelo,81,2292,2182
Amarelo,25,1656,2182
Vermelho,88,2293,2182
Amarelo,83,1232,2182
Amarelo,40,1965,2182
Amarelo,11,2180,2183
Amarelo,27,2089,2183
Amarelo,67,1634,2183
Amarelo,70,1339,2183
Amarelo,21,1710,2184
Amarelo,86,1369,2184
Amarelo,89,1974,2185
Amarelo,78,2269,2185
Amarelo,33,1925,2185
Amarelo,27,183,2185
Amarelo,95,1904,2185
Amarelo,81,2254,2185
Amarelo,66,2185,2185
Amarelo,51,1806,2185
Amarelo,82,1442,2186
Amarelo,32,1760,2186
Amarelo,66,1615,2186
Amarelo,30,1649,2186
Amarelo,86,1740,2186
Amarelo,46,1566,2186
Amarelo,27,1334,2186
Amarelo,46,2121,2186
Vermelho,88,2284,2187
Amarelo,89,2285,2187
Amarelo,59,2212,2187
Amarelo,94,304,2187
Amarelo,81,2284,2187
Amarelo,94,1884,2187
Amarelo,73,1651,2187
Amarelo,34,1673,2187
Amarelo,91,265,2187
Amarelo,88,1154,2188
Amarelo,81,1293,2188
Amarelo,94,1281,2188
Amarelo,31,1268,2188
Amarelo,31,1736,2188
Amarelo,27,1912,2189
Amarelo,92,2272,2189
Amarelo,92,2273,2189
Amarelo,85,2127,2189
Amarelo,88,1399,2190
Amarelo,59,1532,2190
Amarelo,66,900,2190
Vermelho,46,2125,2190
Amarelo,73,1221,2190
Amarelo,74,2271,2190
Amarelo,36,2125,2190
Amarelo,11,1837,2191
Amarelo,44,1971,2191
Amarelo,89,335,2191
Amarelo,73,1755,2191
Amarelo,70,760,2192
Amarelo,86,1891,2192
Amarelo,21,1623,2192
Amarelo,31,565,2192
Amarelo,33,2180,2192
Amarelo,58,2270,2193
Amarelo,67,1581,2193
Amarelo,85,2232,2193
Amarelo,69,1207,2193
Amarelo,69,154,2194
Amarelo,21,2268,2194
Amarelo,94,2161,2194
Amarelo,25,2185,2194
Amarelo,69,2250,2194
Amarelo,95,2269,2194
Amarelo,93,2254,2194
Amarelo,45,2255,2195
Vermelho,51,1624,2196
Amarelo,27,1500,2196
Amarelo,29,1208,2196
Amarelo,80,1339,2196
Amarelo,86,1411,2196
Amarelo,85,1760,2197
Amarelo,82,1985,2198
Amarelo,49,2252,2198
Vermelho,64,2252,2198
Amarelo,73,1914,2198
Amarelo,88,1020,2199
Amarelo,62,2248,2199
Amarelo,58,1596,2199
Amarelo,73,2253,2199
Vermelho,59,2249,2200
Amarelo,62,1736,2200
Amarelo,48,2249,2200
Amarelo,93,2250,2200
Amarelo,25,1918,2200
Amarelo,49,2251,2201
Amarelo,63,1396,2201
Amarelo,78,1337,2201
Amarelo,65,1221,2201
Amarelo,62,1775,2201
Amarelo,84,1884,2202
Amarelo,23,1673,2202
Vermelho,85,1965,2203
Amarelo,93,2248,2203
Amarelo,73,1961,2203
Amarelo,37,2183,2203
Amarelo,46,1910,2203
Vermelho,62,1910,2203
Amarelo,82,2128,2203
Amarelo,52,1965,2203
Amarelo,75,982,2203
Amarelo,81,2162,2204
Amarelo,46,2180,2204
Amarelo,22,387,2204
Amarelo,63,1691,2204
Amarelo,48,1308,2204
Vermelho,85,1634,2204
Amarelo,85,1634,2204
Amarelo,48,2235,2204
Amarelo,34,1745,2204
Amarelo,22,2236,2204
Amarelo,55,125,2204
Amarelo,39,1350,2204
Amarelo,87,1895,2205
Amarelo,81,2231,2205
Amarelo,90,2232,2205
Amarelo,9,1920,2205
Amarelo,85,2233,2206
Amarelo,60,1411,2206
Amarelo,46,2234,2206
Amarelo,46,1268,2206
Amarelo,85,2229,2207
Amarelo,91,1829,2207
Amarelo,62,1589,2207
Vermelho,55,1912,2208
Amarelo,52,2086,2208
Amarelo,23,1819,2208
Amarelo,74,2230,2208
Amarelo,88,2214,2208
Amarelo,30,1178,2208
Amarelo,8,1912,2208
Amarelo,14,1870,2208
Amarelo,91,1339,2209
Amarelo,62,321,2209
Amarelo,44,1924,2209
Amarelo,78,1500,2209
Amarelo,68,2211,2209
Amarelo,56,2090,2210
Amarelo,43,1833,2210
Amarelo,65,1566,2210
Amarelo,95,2212,2210
Amarelo,46,1928,2210
Amarelo,66,2213,2210
Amarelo,66,96,2211
Amarelo,81,2119,2211
Amarelo,77,1337,2211
Amarelo,55,1115,2212
Amarelo,45,2088,2212
Amarelo,86,2209,2212
Amarelo,57,1736,2212
Amarelo,61,1154,2213
Amarelo,76,2210,2213
Amarelo,89,1888,2213
Amarelo,86,62,2213
Amarelo,67,1865,2213
Amarelo,46,1926,2214
Amarelo,73,1985,2214
Amarelo,84,265,2215
Amarelo,52,1923,2216
Amarelo,78,2208,2216
Amarelo,46,2187,2216
Amarelo,65,1538,2216
Amarelo,95,1613,2217
Amarelo,57,1546,2217
Amarelo,84,1779,2217
Amarelo,59,1755,2217
Amarelo,57,1296,2217
Amarelo,15,1386,2217
Amarelo,82,1700,2217
Amarelo,35,1972,2217
Amarelo,77,1974,2218
Amarelo,73,1916,2218
Vermelho,82,1974,2218
Amarelo,61,2185,2218
Amarelo,57,2186,2218
Vermelho,94,1964,2219
Amarelo,90,2181,2219
Amarelo,67,2182,2219
Amarelo,93,1964,2219
Amarelo,38,2183,2219
Amarelo,89,1913,2219
Amarelo,11,2086,2219
Amarelo,40,2184,2219
Amarelo,76,80,2220
Amarelo,45,1870,2220
Amarelo,30,304,2220
Amarelo,64,2180,2220
Amarelo,41,387,2220
Amarelo,81,265,2220
Amarelo,74,674,2220
Amarelo,43,1210,2220
Amarelo,78,1680,2220
Amarelo,60,2036,2220
Amarelo,27,1891,2220
Amarelo,33,1371,2221
Amarelo,85,1595,2221
Amarelo,26,1507,2221
Amarelo,70,1752,2222
Amarelo,70,130,2222
Amarelo,29,900,2222
Amarelo,49,1966,2222
Amarelo,69,997,2222
Amarelo,85,1293,2223
Amarelo,47,154,2223
Amarelo,22,1178,2223
Amarelo,65,1968,2223
Amarelo,39,2126,2223
Amarelo,74,304,2224
Amarelo,30,1290,2224
Vermelho,74,304,2224
Amarelo,79,1424,2224
Amarelo,65,1225,2224
Amarelo,18,1890,2225
Amarelo,79,1615,2225
Amarelo,14,2093,2226
Amarelo,92,1923,2226
Amarelo,70,1755,2226
Amarelo,65,1896,2227
Amarelo,83,1154,2227
Amarelo,31,2161,2228
Amarelo,76,2036,2229
Amarelo,54,2090,2229
Amarelo,18,2162,2229
Amarelo,5,2092,2229
Amarelo,94,1914,2230
Amarelo,36,2127,2230
Amarelo,70,2128,2230
Amarelo,86,2129,2230
Amarelo,88,2130,2230
Amarelo,79,1760,2231
Amarelo,66,2131,2231
Amarelo,48,1910,2231
Amarelo,63,1898,2231
Amarelo,82,2123,2232
Amarelo,80,2124,2232
Amarelo,94,2125,2232
Amarelo,34,1886,2232
Amarelo,43,2126,2232
Amarelo,76,1073,2233
Amarelo,86,135,2233
Amarelo,45,1538,2233
Amarelo,50,2119,2233
Amarelo,82,2087,2233
Amarelo,86,1673,2234
Amarelo,49,2120,2234
Amarelo,86,1928,2234
Amarelo,37,2121,2234
Amarelo,93,2122,2235
Amarelo,49,491,2235
Amarelo,87,183,2235
Amarelo,70,1819,2235
Amarelo,22,1913,2235
Amarelo,71,1906,2235
Amarelo,95,1896,2236
Amarelo,88,1208,2236
Amarelo,61,1613,2236
Amarelo,89,844,2236
Amarelo,75,1388,2236
Amarelo,24,1571,2236
Vermelho,51,2094,2237
Amarelo,90,1920,2237
Vermelho,57,2095,2237
Amarelo,81,948,2238
Amarelo,32,1637,2238
Amarelo,59,1369,2238
Amarelo,87,1635,2238
Amarelo,36,1930,2239
Amarelo,16,1962,2239
Amarelo,72,1924,2239
Amarelo,37,1710,2239
Amarelo,7,1268,2240
Amarelo,78,1833,2240
Amarelo,49,2090,2240
Amarelo,89,2091,2240
Amarelo,85,2092,2240
Amarelo,67,1928,2240
Amarelo,25,1878,2241
Amarelo,66,1912,2241
Amarelo,69,2093,2241
Amarelo,82,1725,2241
Amarelo,40,2086,2241
Vermelho,67,2087,2242
Amarelo,79,2088,2242
Amarelo,7,1736,2242
Amarelo,63,1538,2242
Amarelo,51,1339,2242
Amarelo,66,161,2242
Amarelo,74,2089,2242
Amarelo,61,321,2242
Amarelo,31,1890,2243
Amarelo,69,1886,2243
Amarelo,76,1961,2244
Amarelo,57,1440,2245
Vermelho,84,1637,2245
Amarelo,93,1467,2245
Amarelo,50,1972,2245
Amarelo,86,774,2246
Amarelo,93,335,2246
Amarelo,65,1383,2246
Amarelo,93,565,2246
Amarelo,44,1752,2246
Amarelo,72,1718,2246
Amarelo,42,2037,2246
Vermelho,99,1334,2247
Amarelo,75,1641,2247
Amarelo,91,1442,2247
Amarelo,60,1922,2247
Amarelo,36,1575,2247
