n_placar_visitante,n_placar_casa,c_time_casa,c_time_visitante,dt_data_horario,d_ano_campeonato,c_nome_campeonato,n_rodada
3,2,Everton,Brentford,2022-05-15 16:30:00,2022,Premier League 2021-2022,37
0,2,Newcastle,Arsenal,2022-05-16 20:00:00,2022,Premier League 2021-2022,37
2,1,Southampton,Liverpool,2022-05-17 19:45:00,2022,Premier League 2021-2022,37
2,3,Everton,Crystal Palace,2022-05-19 19:45:00,2022,Premier League 2021-2022,37
1,1,Chelsea,Leicester,2022-05-19 20:00:00,2022,Premier League 2021-2022,37
1,1,Aston Villa,Burnley,2022-05-19 20:00:00,2022,Premier League 2021-2022,37
1,4,Leicester,Southampton,2022-05-22 16:00:00,2022,Premier League 2021-2022,38
0,1,Crystal Palace,Man United,2022-05-22 16:00:00,2022,Premier League 2021-2022,38
1,3,Liverpool,Wolves,2022-05-22 16:00:00,2022,Premier League 2021-2022,38
1,2,Chelsea,Watford,2022-05-22 16:00:00,2022,Premier League 2021-2022,38
2,3,Man City,Aston Villa,2022-05-22 16:00:00,2022,Premier League 2021-2022,38
1,3,Brighton,West Ham,2022-05-22 16:00:00,2022,Premier League 2021-2022,38
2,1,Brentford,Leeds,2022-05-22 16:00:00,2022,Premier League 2021-2022,38
1,5,Arsenal,Everton,2022-05-22 16:00:00,2022,Premier League 2021-2022,38
2,1,Burnley,Newcastle,2022-05-22 16:00:00,2022,Premier League 2021-2022,38
5,0,Norwich,Tottenham,2022-05-22 16:00:00,2022,Premier League 2021-2022,38
